id_x,budget,popularity,revenue,title,avg_rating,rate_count,year,month,day,director_name,gender,movie_expense,profit,movie_performance,total_profit,director_performance,directors_rank,Release_Season,day_type,avg_profit_per_year,avg_total_profit_per_year
43986,75.0,36,132.27,The Three Musketeers,5.6,924,2011,Aug,Wednesday,Paul W.S. Anderson,Male,11.899999999999999,57.27000000000001,Normal,670.85,Normal,64.0,Summer,Weekday,96.11925373134328,946.4002985074627
43991,75.0,36,152.93,Tower Heist,5.8,932,2011,Nov,Wednesday,Brett Ratner,Male,-18.888888888888886,77.93,Normal,886.59,Normal,45.0,Autumn,Weekday,96.11925373134328,946.4002985074627
43992,85.0,44,194.17,The Holiday,6.7,1225,2006,Dec,Friday,Nancy Meyers,Female,14.0,109.16999999999999,Normal,893.6700000000001,Normal,44.0,Winter,Weekday,80.45287671232877,673.7645205479452
43993,90.0,41,250.65,Enemy of the State,6.7,1240,1998,Nov,Friday,Tony Scott,Male,30.208333333333336,160.65,Normal,1150.43,Normal,31.0,Autumn,Weekday,51.15577777777777,799.8122222222223
43994,85.0,16,219.1,It's Complicated,6.2,360,2009,Dec,Wednesday,Nancy Meyers,Female,14.0,134.1,Normal,893.6700000000001,Normal,44.0,Winter,Weekday,120.02454545454545,822.805606060606
43995,85.0,42,311.31,Ocean's Thirteen,6.5,1999,2007,Jun,Thursday,Steven Soderbergh,Male,43.986666666666665,226.31,Normal,1499.65,Normal,23.0,Summer,Weekday,100.77203703703705,706.7029629629629
43999,85.0,24,80.92,The Rundown,6.4,514,2003,Sep,Friday,Peter Berg,Male,-12.333333333333329,-4.079999999999998,Normal,669.8399999999999,Normal,65.0,Autumn,Weekday,103.48896551724138,834.98
44000,85.0,32,137.3,Last Action Hero,6.1,712,1993,Jun,Friday,John McTiernan,Male,23.1,52.30000000000001,Normal,551.41,Normal,82.0,Summer,Weekday,134.89222222222222,1307.9533333333334
44001,85.0,16,162.24,Memoirs of a Geisha,7.3,652,2005,Dec,Tuesday,Rob Marshall,Male,-43.0,77.24000000000001,Normal,1141.46,Normal,32.0,Winter,Weekday,76.39154929577465,964.4594366197182
44002,85.0,8,158.47,The Fast and the Furious: Tokyo Drift,6.1,1705,2006,Jun,Saturday,Justin Lin,Male,5.200000000000003,73.47,Normal,729.08,Normal,56.0,Summer,Weekend,80.45287671232877,673.7645205479452
44010,84.0,17,123.31,Nutty Professor II: The Klumps,4.7,332,2000,Jul,Thursday,Peter Segal,Male,24.57142857142857,39.31,Normal,420.84,Normal,106.0,Summer,Weekday,79.02983050847457,747.7103389830509
44011,84.0,31,275.65,Scooby-Doo,5.4,820,2002,Jun,Friday,Raja Gosnell,Male,21.666666666666664,191.64999999999998,Normal,1317.54,Normal,27.0,Summer,Weekday,97.53942028985507,969.1530434782609
44013,82.5,41,237.68,Click,6.0,2104,2006,Jun,Thursday,Frank Coraci,Male,20.0,155.18,Normal,424.79,Normal,104.0,Summer,Weekday,80.45287671232877,673.7645205479452
44014,8.0,13,21.03,Creepshow,6.7,226,1982,Nov,Friday,George A. Romero,Male,1.083333333333333,13.030000000000001,Normal,65.66000000000001,Normal,173.0,Autumn,Weekday,106.777,1208.385
44016,85.0,21,222.23,Jumper,5.9,1799,2008,Feb,Sunday,Doug Liman,Male,19.042857142857144,137.23,Normal,880.46,Normal,46.0,Winter,Weekend,97.81507462686567,777.1591044776119
44017,85.0,58,160.39,Hellboy II: The Golden Army,6.5,1527,2008,Jul,Friday,Guillermo del Toro,Male,4.200000000000003,75.38999999999999,Normal,501.58,Normal,90.0,Summer,Weekday,97.81507462686567,777.1591044776119
44018,65.0,51,84.79,Zodiac,7.3,2023,2007,Mar,Friday,David Fincher,Male,0.0,19.790000000000006,Normal,1489.3400000000001,Normal,24.0,Spring,Weekday,100.77203703703705,706.7029629629629
44020,80.0,109,484.57,Bruce Almighty,6.4,3012,2003,May,Friday,Tom Shadyac,Male,11.57142857142857,404.57,Blockbuster,850.17,Normal,48.0,Spring,Weekday,103.48896551724138,834.98
44022,80.0,75,457.7,Mission: Impossible,6.7,2631,1996,May,Wednesday,Brian De Palma,Male,44.208333333333336,377.7,Blockbuster,491.71,Normal,93.0,Spring,Weekday,70.88847826086958,722.6060869565217
44024,80.0,58,254.46,The Hangover Part II,6.2,3739,2011,May,Wednesday,Todd Phillips,Male,37.142857142857146,174.46,Normal,1020.4,Normal,38.0,Spring,Weekday,96.11925373134328,946.4002985074627
44025,80.0,59,280.0,Batman Returns,6.6,1673,1992,Jun,Friday,Tim Burton,Male,8.785714285714292,200.0,Normal,2340.43,Best,9.0,Summer,Weekday,81.29636363636364,889.2840909090909
44028,85.0,14,144.0,Charlotte's Web,5.8,288,2006,Dec,Friday,Gary Winick,Male,48.57,59.0,Normal,175.85999999999999,Normal,143.0,Winter,Weekday,80.45287671232877,673.7645205479452
44031,82.0,26,190.32,The Longest Yard,6.2,785,2005,May,Thursday,Peter Segal,Male,22.57142857142857,108.32,Normal,420.84,Normal,106.0,Spring,Weekday,76.39154929577465,964.4594366197182
44033,80.0,45,246.98,Grown Ups 2,5.8,1155,2013,Jul,Thursday,Dennis Dugan,Male,23.31111111111111,166.98,Normal,869.76,Normal,47.0,Summer,Weekday,100.15491228070175,899.7371929824561
44034,80.0,23,230.69,Get Smart,6.0,1051,2008,Jun,Thursday,Peter Segal,Male,20.57142857142857,150.69,Normal,420.84,Normal,106.0,Summer,Weekday,97.81507462686567,777.1591044776119
44035,80.0,16,266.73,Something's Gotta Give,6.3,410,2003,Dec,Friday,Nancy Meyers,Female,9.0,186.73000000000002,Normal,893.6700000000001,Normal,44.0,Winter,Weekday,103.48896551724138,834.98
44036,80.0,81,294.8,Shutter Island,7.8,6336,2010,Feb,Thursday,Martin Scorsese,Male,31.363157894736844,214.8,Normal,1029.52,Normal,37.0,Winter,Weekday,100.51301587301587,784.8712698412699
44039,80.0,46,245.68,Face/Off,6.8,1583,1997,Jun,Friday,John Woo,Male,5.3799999999999955,165.68,Normal,721.71,Normal,59.0,Summer,Weekday,96.21869565217392,1040.8167391304348
44040,80.0,23,212.87,Bedtime Stories,5.9,901,2008,Dec,Wednesday,Adam Shankman,Male,31.625,132.87,Normal,486.57000000000005,Normal,94.0,Winter,Weekday,97.81507462686567,777.1591044776119
44041,80.0,49,181.0,Road to Perdition,7.3,1077,2002,Jul,Friday,Sam Mendes,Male,-14.857142857142861,101.0,Normal,2049.5499999999997,Normal,14.0,Summer,Weekday,97.53942028985507,969.1530434782609
44042,80.0,37,214.92,Just Go with It,6.3,1543,2011,Feb,Thursday,Dennis Dugan,Male,23.31111111111111,134.92,Normal,869.76,Normal,47.0,Winter,Weekday,96.11925373134328,946.4002985074627
44043,75.0,45,224.01,Con Air,6.5,1270,1997,Jun,Sunday,Simon West,Male,16.25,149.01,Normal,611.14,Normal,73.0,Summer,Weekend,96.21869565217392,1040.8167391304348
44047,80.0,11,177.98,Flubber,5.3,695,1997,Nov,Wednesday,Les Mayfield,Male,36.0,97.97999999999999,Normal,112.14,Normal,158.0,Autumn,Weekday,96.21869565217392,1040.8167391304348
44048,80.0,19,91.19,The Haunting,5.2,369,1999,Jul,Friday,Jan de Bont,Male,-11.400000000000006,11.189999999999998,Normal,800.13,Normal,51.0,Summer,Weekday,43.911875,613.3409375
44050,80.0,25,0.0,The Pink Panther,5.6,550,2006,Jan,Wednesday,Shawn Levy,Male,8.836363636363643,-80.0,Normal,1435.78,Normal,26.0,Winter,Weekday,80.45287671232877,673.7645205479452
44052,75.0,22,136.98,Conspiracy Theory,6.5,431,1997,Aug,Thursday,Richard Donner,Male,22.290909090909096,61.97999999999999,Normal,724.34,Normal,58.0,Summer,Weekday,96.21869565217392,1040.8167391304348
44053,68.0,139,211.82,Fury,7.4,3946,2014,Oct,Wednesday,David Ayer,Male,16.833333333333336,143.82,Normal,787.0,Normal,52.0,Autumn,Weekday,137.50490566037737,872.9090566037736
44054,70.0,18,164.0,Six Days Seven Nights,5.6,332,1998,Jun,Friday,Ivan Reitman,Male,39.375,94.0,Normal,660.38,Normal,66.0,Summer,Weekday,51.15577777777777,799.8122222222223
44057,80.0,27,169.85,Zookeeper,5.3,498,2011,Jul,Wednesday,Frank Coraci,Male,17.5,89.85,Normal,424.79,Normal,104.0,Summer,Weekday,96.11925373134328,946.4002985074627
44058,80.0,17,136.16,Lost in Space,5.0,388,1998,Apr,Friday,Stephen Hopkins,Male,43.666666666666664,56.16,Normal,160.02,Normal,149.0,Spring,Weekday,51.15577777777777,799.8122222222223
44059,80.0,21,96.11,The Manchurian Candidate,6.2,393,2004,Jul,Friday,Jonathan Demme,Male,42.0,16.11,Normal,385.53000000000003,Normal,113.0,Summer,Weekday,100.4783606557377,813.7229508196721
44066,75.0,31,142.4,The Legend of Zorro,5.9,893,2005,Oct,Monday,Martin Campbell,Male,-21.0,67.4,Normal,1086.34,Normal,35.0,Autumn,Weekday,76.39154929577465,964.4594366197182
44069,88.0,40,105.32,The Brothers Grimm,5.6,818,2005,Aug,Friday,Terry Gilliam,Male,57.91666666666667,17.319999999999993,Normal,84.11999999999998,Normal,168.0,Summer,Weekday,76.39154929577465,964.4594366197182
44070,70.0,44,101.37,Mars Attacks!,6.1,1509,1996,Dec,Thursday,Tim Burton,Male,-1.2142857142857082,31.370000000000005,Normal,2340.43,Best,9.0,Winter,Weekday,70.88847826086958,722.6060869565217
44072,30.0,20,43.31,The Edge,6.7,349,1997,Sep,Saturday,Lee Tamahori,Male,-31.820000000000007,13.310000000000002,Normal,348.16,Normal,117.0,Autumn,Weekend,96.21869565217392,1040.8167391304348
44074,80.0,18,34.57,Thirteen Days,6.9,189,2000,Dec,Sunday,Roger Donaldson,Male,34.857142857142854,-45.43,Normal,116.05999999999999,Normal,155.0,Winter,Weekend,79.02983050847457,747.7103389830509
44075,80.0,16,159.21,Daylight,5.8,378,1996,Dec,Friday,Rob Cohen,Male,14.555555555555557,79.21000000000001,Normal,766.06,Normal,53.0,Winter,Weekday,70.88847826086958,722.6060869565217
44078,80.0,16,68.51,Looney Tunes: Back in Action,5.6,297,2003,Nov,Friday,Joe Dante,Male,49.16666666666667,-11.489999999999995,Normal,150.74000000000004,Normal,151.0,Autumn,Weekday,103.48896551724138,834.98
44079,80.0,9,53.83,Nine,5.1,165,2009,Dec,Thursday,Rob Marshall,Male,-48.0,-26.17,Normal,1141.46,Normal,32.0,Winter,Weekday,120.02454545454545,822.805606060606
44080,80.0,11,19.48,Timeline,5.4,318,2003,Nov,Wednesday,Richard Donner,Male,27.290909090909096,-60.519999999999996,Normal,724.34,Normal,58.0,Autumn,Weekday,103.48896551724138,834.98
44082,90.0,11,69.13,Babe: Pig in the City,5.2,305,1998,Nov,Wednesday,George Miller,Male,20.75571428571429,-20.870000000000005,Normal,658.8599999999999,Normal,67.0,Autumn,Weekday,51.15577777777777,799.8122222222223
44085,86.0,27,107.94,Arthur and the Invisibles,6.0,639,2006,Dec,Wednesday,Luc Besson,Male,30.4,21.939999999999998,Normal,287.78000000000003,Normal,126.0,Winter,Weekday,80.45287671232877,673.7645205479452
44087,80.0,7,5.99,A Sound of Thunder,4.8,111,2005,May,Sunday,Peter Hyams,Male,28.0,-74.01,Normal,68.64000000000001,Normal,171.0,Spring,Weekend,76.39154929577465,964.4594366197182
44088,130.0,50,117.83,Pompeii,5.2,1267,2014,Feb,Tuesday,Paul W.S. Anderson,Male,66.9,-12.170000000000002,Normal,670.85,Normal,64.0,Winter,Weekday,137.50490566037737,872.9090566037736
44090,60.0,59,313.54,A Beautiful Mind,7.7,3009,2001,Dec,Tuesday,Ron Howard,Male,-17.615384615384613,253.54000000000002,Normal,1868.38,Normal,17.0,Winter,Weekday,78.79935483870969,841.1814516129032
44094,78.0,10,209.2,Red Dragon,6.7,1115,2002,Sep,Sunday,Brett Ratner,Male,-15.888888888888886,131.2,Normal,886.59,Normal,45.0,Autumn,Weekend,97.53942028985507,969.1530434782609
44096,79.0,22,149.67,Jack and Jill,4.1,604,2011,Nov,Friday,Dennis Dugan,Male,22.31111111111111,70.66999999999999,Normal,869.76,Normal,47.0,Autumn,Weekday,96.11925373134328,946.4002985074627
44097,76.0,10,236.35,2 Fast 2 Furious,6.2,2028,2003,Jun,Thursday,John Singleton,Male,41.92857142857143,160.35,Normal,393.91,Normal,111.0,Summer,Weekday,103.48896551724138,834.98
44104,75.0,60,816.97,Independence Day,6.7,3260,1996,Jun,Tuesday,Roland Emmerich,Male,-33.5625,741.97,Blockbuster,2088.32,Normal,12.0,Summer,Weekday,70.88847826086958,722.6060869565217
44105,73.0,2,229.07,The Lost World: Jurassic Park,6.2,2487,1997,May,Friday,Steven Spielberg,Male,9.134615384615387,156.07,Normal,7016.24,Best,1.0,Spring,Weekday,96.21869565217392,1040.8167391304348
44108,75.0,4,296.34,X-Men,6.8,4097,2000,Jul,Thursday,Bryan Singer,Male,-69.875,221.33999999999997,Normal,1649.2299999999998,Normal,21.0,Summer,Weekday,79.02983050847457,747.7103389830509
44110,75.0,51,335.06,The Rock,6.9,1456,1996,Jun,Thursday,Michael Bay,Male,-42.5,260.06,Normal,4422.54,Best,4.0,Summer,Weekday,70.88847826086958,722.6060869565217
44112,75.0,61,196.48,50 First Dates,6.6,2105,2004,Feb,Friday,Peter Segal,Male,15.57142857142857,121.47999999999999,Normal,420.84,Normal,106.0,Winter,Weekday,100.4783606557377,813.7229508196721
44113,50.0,31,90.45,Hairspray,6.5,709,2007,Jul,Friday,Adam Shankman,Male,1.625,40.45,Normal,486.57000000000005,Normal,94.0,Summer,Weekday,100.77203703703705,706.7029629629629
44114,80.0,15,78.0,Exorcist: The Beginning,4.7,183,2004,Aug,Friday,Renny Harlin,Male,29.913333333333334,-2.0,Normal,280.2,Normal,127.0,Summer,Weekday,100.4783606557377,813.7229508196721
44116,75.0,71,117.7,Now You See Me,7.3,5487,2013,May,Wednesday,Louis Leterrier,Male,0.3333333333333286,42.7,Normal,246.09000000000003,Normal,130.0,Spring,Weekday,100.15491228070175,899.7371929824561
44117,80.0,38,271.43,Grown Ups,6.0,1705,2010,Jun,Thursday,Dennis Dugan,Male,23.31111111111111,191.43,Normal,869.76,Normal,47.0,Summer,Weekday,100.51301587301587,784.8712698412699
44118,60.0,57,219.42,The Terminal,7.0,1910,2004,Jun,Thursday,Steven Spielberg,Male,-3.865384615384613,159.42,Normal,7016.24,Best,1.0,Summer,Weekday,100.4783606557377,813.7229508196721
44120,75.0,13,215.66,Vertical Limit,5.9,283,2000,Dec,Friday,Martin Campbell,Male,-21.0,140.66,Normal,1086.34,Normal,35.0,Winter,Weekday,79.02983050847457,747.7103389830509
44121,75.0,18,119.0,Charlie Wilson's War,6.5,338,2007,Dec,Wednesday,Mike Nichols,Male,15.600000000000001,44.0,Normal,-62.489999999999995,Normal,193.0,Winter,Weekday,100.77203703703705,706.7029629629629
44123,70.0,14,154.94,Dreamgirls,6.6,284,2006,Dec,Monday,Bill Condon,Male,22.799999999999997,84.94,Normal,762.95,Normal,54.0,Winter,Weekday,80.45287671232877,673.7645205479452
44124,53.0,18,95.23,Be Cool,5.4,292,2005,Mar,Friday,F. Gary Gray,Male,16.4375,42.230000000000004,Normal,465.83,Normal,98.0,Spring,Weekday,76.39154929577465,964.4594366197182
44125,70.0,29,130.36,Munich,6.9,696,2005,Dec,Thursday,Steven Spielberg,Male,6.134615384615387,60.360000000000014,Normal,7016.24,Best,1.0,Winter,Weekday,76.39154929577465,964.4594366197182
44126,70.0,27,85.63,Tears of the Sun,6.4,573,2003,Mar,Friday,Antoine Fuqua,Male,22.75,15.629999999999995,Normal,402.02,Normal,108.0,Spring,Weekday,103.48896551724138,834.98
44127,75.0,23,98.16,Killers,5.7,772,2010,Jun,Friday,Robert Luketic,Male,37.333333333333336,23.159999999999997,Normal,460.78000000000003,Normal,99.0,Summer,Weekday,100.51301587301587,784.8712698412699
44128,75.0,48,108.15,The Man from U.N.C.L.E.,7.1,2265,2015,Aug,Thursday,Guy Ritchie,Male,27.949999999999996,33.150000000000006,Normal,751.25,Normal,55.0,Summer,Weekday,131.90341463414634,1011.5417073170731
44131,75.0,24,67.63,Bandits,6.2,302,2001,Oct,Friday,Barry Levinson,Male,43.46153846153846,-7.3700000000000045,Normal,699.26,Normal,62.0,Autumn,Weekday,78.79935483870969,841.1814516129032
44133,75.0,13,0.0,Anna and the King,6.4,197,1999,Dec,Thursday,Andy Tennant,Male,23.166666666666664,-75.0,Normal,550.6600000000001,Normal,83.0,Winter,Weekday,43.911875,613.3409375
44138,75.0,11,14.57,Soldier,6.1,221,1998,Oct,Friday,Paul W.S. Anderson,Male,11.899999999999999,-60.43,Normal,670.85,Normal,64.0,Autumn,Weekday,51.15577777777777,799.8122222222223
44142,75.0,42,248.12,Unbreakable,6.9,1946,2000,Nov,Monday,M. Night Shyamalan,Male,0.8888888888888857,173.12,Normal,1785.36,Normal,19.0,Autumn,Weekday,79.02983050847457,747.7103389830509
44144,82.0,39,89.79,Sucker Punch,5.9,1623,2011,Mar,Thursday,Zack Snyder,Male,-40.85714285714286,7.790000000000006,Normal,1616.2,Normal,22.0,Spring,Weekday,96.11925373134328,946.4002985074627
44145,73.0,20,103.89,Snake Eyes,5.8,327,1998,Aug,Friday,Brian De Palma,Male,37.208333333333336,30.89,Normal,491.71,Normal,93.0,Summer,Weekday,51.15577777777777,799.8122222222223
44146,75.0,18,13.1,Sphere,5.8,476,1998,Feb,Friday,Barry Levinson,Male,43.46153846153846,-61.9,Normal,699.26,Normal,62.0,Winter,Weekday,51.15577777777777,799.8122222222223
44148,70.0,21,111.23,Fool's Gold,5.4,444,2008,Feb,Thursday,Andy Tennant,Male,18.166666666666664,41.230000000000004,Normal,550.6600000000001,Normal,83.0,Winter,Weekday,97.81507462686567,777.1591044776119
44149,75.0,20,61.46,Funny People,5.7,390,2009,Jul,Friday,Judd Apatow,Male,34.8,-13.54,Normal,417.85,Normal,107.0,Summer,Weekday,120.02454545454545,822.805606060606
44150,70.0,26,86.66,The Kingdom,6.5,513,2007,Aug,Wednesday,Peter Berg,Male,-27.33333333333333,16.659999999999997,Normal,669.8399999999999,Normal,65.0,Summer,Weekday,100.77203703703705,706.7029629629629
44151,72.5,12,162.97,Talladega Nights: The Ballad of Ricky Bobby,6.2,491,2006,Aug,Friday,Adam McKay,Male,15.583333333333336,90.47,Normal,517.58,Normal,87.0,Summer,Weekday,80.45287671232877,673.7645205479452
44154,72.0,32,96.89,Jarhead,6.6,765,2005,Nov,Friday,Sam Mendes,Male,-22.85714285714286,24.89,Normal,2049.5499999999997,Normal,14.0,Autumn,Weekday,76.39154929577465,964.4594366197182
44157,94.0,8,54.74,Driven,4.5,179,2001,Apr,Friday,Renny Harlin,Male,43.913333333333334,-39.26,Normal,280.2,Normal,127.0,Spring,Weekday,78.79935483870969,841.1814516129032
44159,60.0,27,256.7,The Village,6.2,1071,2004,Jul,Friday,M. Night Shyamalan,Male,-14.111111111111114,196.7,Normal,1785.36,Normal,19.0,Summer,Weekday,100.4783606557377,813.7229508196721
44161,72.0,28,408.25,Signs,6.4,1599,2002,Aug,Friday,M. Night Shyamalan,Male,-2.1111111111111143,336.25,Blockbuster,1785.36,Normal,19.0,Summer,Weekday,97.53942028985507,969.1530434782609
44162,150.0,47,919.84,Shrek 2,6.7,2988,2004,May,Wednesday,Andrew Adamson,Male,22.0,769.84,Blockbuster,1966.86,Normal,15.0,Spring,Weekday,100.4783606557377,813.7229508196721
44164,70.0,20,309.46,Runaway Bride,5.7,455,1999,Jul,Friday,Garry Marshall,Male,27.625,239.45999999999998,Normal,1102.2,Normal,34.0,Summer,Weekday,43.911875,613.3409375
44165,70.0,46,277.45,xXx,5.8,1424,2002,Aug,Friday,Rob Cohen,Male,4.555555555555557,207.45,Normal,766.06,Normal,53.0,Summer,Weekday,97.53942028985507,969.1530434782609
44167,80.0,16,309.49,Ransom,6.4,470,1996,Nov,Friday,Ron Howard,Male,2.384615384615387,229.49,Normal,1868.38,Normal,17.0,Autumn,Weekday,70.88847826086958,722.6060869565217
44168,70.0,72,319.13,Inglourious Basterds,7.9,6430,2009,Aug,Tuesday,Quentin Tarantino,Male,33.1,249.13,Normal,1206.43,Normal,30.0,Summer,Weekday,120.02454545454545,822.805606060606
44169,70.0,33,300.85,Hook,6.6,1532,1991,Dec,Wednesday,Steven Spielberg,Male,6.134615384615387,230.85000000000002,Normal,7016.24,Best,1.0,Winter,Weekday,154.00333333333333,1500.7875000000001
44170,70.0,57,240.03,Die Hard 2,6.6,1896,1990,Jul,Monday,Renny Harlin,Male,19.913333333333334,170.03,Normal,280.2,Normal,127.0,Summer,Weekday,115.88388888888888,841.4038888888889
44172,68.0,27,203.39,Vanilla Sky,6.5,1078,2001,Dec,Monday,Cameron Crowe,Male,14.333333333333336,135.39,Normal,400.68,Normal,109.0,Winter,Weekday,78.79935483870969,841.1814516129032
44173,75.0,20,42.29,Lady in the Water,5.3,409,2006,Jul,Friday,M. Night Shyamalan,Male,0.8888888888888857,-32.71,Normal,1785.36,Normal,19.0,Summer,Weekday,80.45287671232877,673.7645205479452
44174,70.0,42,171.18,AVP: Alien vs. Predator,5.5,1217,2004,Aug,Thursday,Paul W.S. Anderson,Male,6.899999999999999,101.18,Normal,670.85,Normal,64.0,Summer,Weekday,100.4783606557377,813.7229508196721
44177,70.0,59,161.03,Olympus Has Fallen,6.2,2981,2013,Mar,Wednesday,Antoine Fuqua,Male,22.75,91.03,Normal,402.02,Normal,108.0,Spring,Weekday,100.15491228070175,899.7371929824561
44179,70.0,49,202.47,Battle: Los Angeles,5.5,1448,2011,Mar,Tuesday,Jonathan Liebesman,Male,-3.0,132.47,Normal,615.67,Normal,72.0,Spring,Weekday,96.11925373134328,946.4002985074627
44180,70.0,46,122.92,Big Fish,7.6,1994,2003,Dec,Thursday,Tim Burton,Male,-1.2142857142857082,52.92,Normal,2340.43,Best,9.0,Winter,Weekday,103.48896551724138,834.98
44181,70.0,13,0.0,Wolf,6.0,216,1994,Jun,Friday,Mike Nichols,Male,10.600000000000001,-70.0,Normal,-62.489999999999995,Normal,193.0,Summer,Weekday,104.80483870967741,889.4412903225807
44182,66.0,29,177.58,War Horse,7.0,992,2011,Dec,Sunday,Steven Spielberg,Male,2.134615384615387,111.58000000000001,Normal,7016.24,Best,1.0,Winter,Weekend,96.11925373134328,946.4002985074627
44183,70.0,43,154.98,The Monuments Men,5.8,1523,2014,Jan,Friday,George Clooney,Male,34.5,84.97999999999999,Normal,182.38,Normal,142.0,Winter,Weekday,137.50490566037737,872.9090566037736
44184,70.0,24,90.0,The Abyss,7.1,808,1989,Aug,Wednesday,James Cameron,Male,-36.7,20.0,Normal,5136.67,Best,3.0,Summer,Weekday,84.28,1369.1172222222222
44185,70.0,23,134.75,Wall Street: Money Never Sleeps,5.8,493,2010,Sep,Thursday,Oliver Stone,Male,28.67142857142857,64.75,Normal,699.47,Normal,61.0,Autumn,Weekday,100.51301587301587,784.8712698412699
44187,70.0,20,116.67,The Siege,6.0,352,1998,Nov,Friday,Edward Zwick,Male,8.0,46.67,Normal,701.4599999999999,Normal,60.0,Autumn,Weekday,51.15577777777777,799.8122222222223
44190,70.0,14,67.11,The Dilemma,5.2,304,2011,Jan,Thursday,Ron Howard,Male,-7.615384615384613,-2.8900000000000006,Normal,1868.38,Normal,17.0,Winter,Weekday,96.11925373134328,946.4002985074627
44191,70.0,14,65.98,Bad Company,5.4,228,2002,Jun,Friday,Joel Schumacher,Male,23.884615384615387,-4.019999999999996,Normal,837.56,Normal,49.0,Summer,Weekday,97.53942028985507,969.1530434782609
44192,60.0,29,55.99,Doom,5.0,609,2005,Oct,Thursday,Andrzej Bartkowiak,Male,18.0,-4.009999999999998,Normal,86.24000000000001,Normal,167.0,Autumn,Weekday,76.39154929577465,964.4594366197182
44195,75.0,23,59.42,Rock of Ages,6.0,385,2012,Jun,Wednesday,Adam Shankman,Male,26.625,-15.579999999999998,Normal,486.57000000000005,Normal,94.0,Summer,Weekday,140.09122448979593,997.1065306122449
44198,70.0,9,0.0,Rollerball,3.4,106,2002,Feb,Friday,John McTiernan,Male,8.100000000000001,-70.0,Normal,551.41,Normal,82.0,Winter,Weekday,97.53942028985507,969.1530434782609
44201,75.0,10,13.6,Osmosis Jones,5.9,228,2001,Aug,Tuesday,Bobby Farrelly,Male,36.54545454545455,-61.4,Normal,915.22,Normal,42.0,Summer,Weekday,78.79935483870969,841.1814516129032
44203,70.0,46,17.75,Blackhat,5.1,826,2015,Jan,Tuesday,Michael Mann,Male,-5.333333333333329,-52.25,Normal,221.12,Normal,133.0,Winter,Weekday,131.90341463414634,1011.5417073170731
44207,70.0,25,61.28,The Legend of Hercules,4.4,533,2014,Jan,Friday,Renny Harlin,Male,19.913333333333334,-8.719999999999999,Normal,280.2,Normal,127.0,Winter,Weekday,137.50490566037737,872.9090566037736
44210,68.0,22,71.07,The Score,6.7,423,2001,Jul,Friday,Frank Oz,Male,21.285714285714285,3.069999999999993,Normal,-115.18,Normal,199.0,Summer,Weekday,78.79935483870969,841.1814516129032
44216,36.0,27,83.16,Hall Pass,5.4,611,2011,Feb,Friday,Bobby Farrelly,Male,-2.4545454545454533,47.16,Normal,915.22,Normal,42.0,Winter,Weekday,96.11925373134328,946.4002985074627
44217,90.0,26,60.29,The Insider,7.3,481,1999,Oct,Thursday,Michael Mann,Male,14.666666666666671,-29.71,Normal,221.12,Normal,133.0,Autumn,Weekday,43.911875,613.3409375
44219,70.0,37,113.28,Body of Lies,6.5,895,2008,Oct,Friday,Ridley Scott,Male,-10.625,43.28,Normal,1899.55,Normal,16.0,Autumn,Weekday,97.81507462686567,777.1591044776119
44220,69.0,11,86.39,Dinner for Schmucks,5.5,531,2010,Jul,Friday,Jay Roach,Male,14.0625,17.39,Normal,1283.05,Normal,28.0,Summer,Weekday,100.51301587301587,784.8712698412699
44225,70.0,76,481.84,Saving Private Ryan,7.9,5048,1998,Jul,Friday,Steven Spielberg,Male,6.134615384615387,411.84,Blockbuster,7016.24,Best,1.0,Summer,Weekday,51.15577777777777,799.8122222222223
44227,70.0,31,374.11,What Women Want,6.1,992,2000,Dec,Friday,Nancy Meyers,Female,-1.0,304.11,Normal,893.6700000000001,Normal,44.0,Winter,Weekday,79.02983050847457,747.7103389830509
44229,68.0,26,75.72,Dreamcatcher,5.3,567,2003,Mar,Friday,Lawrence Kasdan,Male,29.799999999999997,7.719999999999999,Normal,-90.23,Normal,197.0,Spring,Weekday,103.48896551724138,834.98
44230,65.0,36,275.29,Lincoln,6.7,1429,2012,Nov,Friday,Steven Spielberg,Male,1.1346153846153868,210.29000000000002,Normal,7016.24,Best,1.0,Autumn,Weekday,140.09122448979593,997.1065306122449
44231,63.0,104,463.52,The Matrix,7.9,8907,1999,Mar,Tuesday,Lilly Wachowski,Female,-47.58333333333333,400.52,Blockbuster,1248.56,Normal,29.0,Spring,Weekday,43.911875,613.3409375
44232,52.0,68,355.24,Apollo 13,7.3,1599,1995,Jun,Friday,Ron Howard,Male,-25.615384615384613,303.24,Normal,1868.38,Normal,17.0,Summer,Weekday,72.99666666666667,826.0618181818182
44236,65.0,22,128.11,Step Brothers,6.5,1062,2008,Jul,Friday,Adam McKay,Male,8.083333333333336,63.110000000000014,Normal,517.58,Normal,87.0,Summer,Weekday,97.81507462686567,777.1591044776119
44237,95.0,31,250.29,The Mask of Zorro,6.3,1183,1998,Jul,Thursday,Martin Campbell,Male,-1.0,155.29,Normal,1086.34,Normal,35.0,Summer,Weekday,51.15577777777777,799.8122222222223
44238,65.0,43,211.78,Due Date,6.2,1685,2010,Nov,Thursday,Todd Phillips,Male,22.142857142857146,146.78,Normal,1020.4,Normal,38.0,Autumn,Weekday,100.51301587301587,784.8712698412699
